,categories,seedwords,words,rseeds
94,swimming,"['float', 'surfer', 'lifeguard', 'ocean', 'outdoor']","['reef', 'sand', 'floats', 'ocean_floor', 'waterfall', 'swim', 'sandy_beach', 'mountains', 'moat', 'the_pacific_ocean', 'swimming', 'small_waves', 'shore', 'float', 'river', 'currents', 'tide', 'dark_waters', 'surfer', 'lake', 'sky', 'outdoor', 'fountains', 'pond', 'waves', 'beautiful_sunset', 'waters', 'lifeguard', 'falls', 'pools', 'cliffs', 'sail', 'white_sand', 'raft', 'floating', 'sea', 'blue_water', 'rolling_hills', 'sunset', 'clouds', 'fishes', 'palm_trees', 'stream', 'shoreline', 'swam', 'clear_water', 'oceans', 'rapids', 'lagoon', 'lakes', 'water', 'greenery', 'dolphins', 'ocean_water', 'fountain', 'ocean', 'crystal_clear_water', 'clear_blue_water']","[31, 23, 40, 57, 24]"
95,exotic,"['wild', 'flowering', 'meadow', 'flowering', 'mystical']","['wild_flowers', 'mystical', 'dark_forest', 'grasses', 'forest', 'trees', 'valley', 'tall_trees', 'grove', 'gardens', 'rainforest', 'hills', 'green_trees', 'moor', 'exotic', 'swamp', 'woodland', 'fountains', 'tress', 'jungle', 'rolling_hills', 'sea', 'flowering', 'wild', 'forests', 'pines', 'plains', 'tall_grasses', 'wildlife', 'beautiful_forest', 'vegetation', 'meadows', 'lakes', 'wildflowers', 'greenery', 'meadow', 'fields', 'lush', 'willows']","[29, 20, 11, 20, 26]"
96,love,"['appreciation', 'longing', 'love', 'unrequited', 'yearning']","['yearn', 'affection', 'desired', 'insecurity', 'contentment', 'bliss', 'pure_bliss', 'feeling', 'certainty', 'familiarity', 'same_love', 'kindness', 'sadness', 'thoughtfulness', 'pleasure', 'craved', 'positivity', 'yearning', 'optimism', 'betrayal', 'empathy', 'unrequited', 'tenderness', 'admiration', 'infatuation', 'appreciation', 'pure_love', 'loving', 'sorrow', 'fondness', 'such_love', 'vulnerability', 'gentleness', 'melancholy', 'longed', 'relish', 'passion', 'indescribable', 'understanding', 'happiness', 'pride', 'crave', 'adoration', 'desire', 'simple_gesture', 'yearned', 'loved', 'thrill', 'companionship', 'sincerity', 'pleasures', 'new_feeling', 'loneliness', 'reveled', 'acceptance', 'intimacy', 'gratitude', 'sweetness', 'undeniable', 'satisfaction', 'want', 'comfort', 'true_happiness', 'strong_feeling', 'little_spark', 'cherished', 'enjoyment', 'caring', 'so_much_joy', 'devotion', 'depth', 'so_much_love', 'hope', 'unconditional_love', 'compassion', 'lust', 'truly', 'regret', 'love', 'longing', 'wanting', 'gratefulness', 'envy']","[54, 53, 4, 19, 82]"
97,hiking,"['jungle', 'path', 'packed', 'hiking', 'dune']","['dense_forest', 'quarry', 'packed', 'grounds', 'cave', 'stables', 'dune', 'forest', 'mountains', 'tunnel', 'courtyard', 'slopes', 'riverbank', 'marketplace', 'ruins', 'town_square', 'gardens', 'grove', 'clearing', 'pathways', 'maze', 'hills', 'mountain', 'hill', 'train_tracks', 'tents', 'swamp', 'orchard', 'caves', 'wooded_area', 'small_clearing', 'dirt_path', 'uphill', 'path', 'jungle', 'farmhouse', 'harbor', 'cliffs', 'woods', 'little_hut', 'shack', 'pasture', 'ravine', 'thicket', 'hut', 'marsh', 'cove', 'tunnels', 'greenhouse', 'camp_site', 'creek', 'trekked', 'forrest', 'docks', 'cottage', 'plains', 'forests', 'campsite', 'paddock', 'countryside', 'open_field', 'huts', 'hiking', 'cobblestone_path', 'narrow_path', 'lodge', 'short_distance', 'caravan', 'barn', 'canyon', 'fields', 'walkway', 'castle', 'thick_forest', 'pathway', 'small_cottage']","[72, 31, 23, 2, 29]"
98,communication,"['agree', 'informational', 'overheard', 'poetry', 'interpret']","['interested', 'clarify', 'involved', 'interpreting', 'appeal', 'related', 'translating', 'consider', 'terms', 'speculated', 'involve', 'interpret', 'importance', 'logically', 'agree', 'disregard', 'interest', 'discuss', 'such_things', 'participating', 'irrelevant', 'disagreed', 'invent', 'specify', 'contribute', 'implied', 'understood', 'entertaining', 'contributed', 'great_detail', 'relates', 'dislike', 'relate', 'refer', 'describing', 'politics', 'opposed', 'mentioning', 'specifics', 'disapprove', 'literature', 'participate', 'regarding', 'engage', 'topics', 'overheard', 'conclude', 'concerning', 'influence', 'poetry', 'imply', 'mentioned', 'recite', 'understand', 'translate', 'informational', 'communicating', 'context', 'origins', 'beneficial', 'significant', 'educate', 'benefit', 'observations', 'research', 'disagree', 'consult', 'input', 'include', 'interpreted', 'discussed', 'relating', 'relevant', 'communication', 'family_history', 'shakespeare', 'discourage', 'theories', 'discussions', 'like', 'interpretation', 'disapproved', 'own_opinion', 'speculation', 'influenced', 'speculate']","[33, 61, 63, 70, 31]"
99,hearing,"['snoring', 'audible', 'grumbling', 'shuffling', 'murmur']","['giggling', 'snores', 'humming', 'sound', 'panting', 'quiet_snores', 'scuffling', 'rustling', 'mumbled', 'incoherently', 'steady_breathing', 'mumbling', 'soft_noise', 'shuffled', 'rustle', 'inaudible', 'murmurs', 'muffled', 'heavy_breathing', 'snored', 'yawning', 'snore', 'muffled_voice', 'muttering', 'muttered', 'tapping', 'faint_whispers', 'soft_footsteps', 'grumbled', 'faint_sound', 'shuffling', 'grumble', 'shuffle', 'soft_snoring', 'faint_noise', 'mumble', 'murmuring', 'groaning', 'grunting', 'creaking', 'soft_snores', 'hearing', 'light_footsteps', 'muffled_voices', 'footsteps', 'quietly', 'squeaking', 'murmur', 'snoring', 'padding', 'mutter', 'rumbling', 'crunching', 'muffled_sound', 'audible', 'noise', 'incoherent', 'squeak', 'footfalls', 'soft_sound', 'whimpering', 'whispering', 'light_snores', 'hushed', 'soft_breathing', 'grumbling', 'creak']","[23, 19, 15, 37, 31]"
100,order,"['dutifully', 'motion', 'request', 'command', 'instruction']","['darius', 'vessel', 'obliged', 'suggestion', 'captain', 'orders', 'emperor', 'position', 'retreat', 'tribune', 'merely', 'warning', 'request', 'command', 'commander', 'cohort', 'action', 'counsel', 'instruction', 'demand', 'motion', 'claudius', 'actions', 'companion', 'order', 'council', 'mikhail', 'dutifully', 'plea', 'saber', 'inquiry', 'demands', 'query', 'lucien', 'general', 'resistance', 'complaint', 'bidding', 'instructions', 'task', 'summons', 'approach', 'latter', 'aurelius', 'commands', 'observation', 'commanding', 'legion', 'pursuit', 'protocol', 'consent']","[36, 21, 44, 48, 33]"
101,sympathy,"['humility', 'genuine', 'distress', 'feeling', 'heartbroken']","['shameful', 'yearning', 'sympathetic', 'optimism', 'guilt', 'betrayal', 'empathy', 'sympathy', 'insecurity', 'happiness', 'resentment', 'saddened', 'vulnerable', 'genuine', 'infatuation', 'unhappy', 'feeling', 'certainty', 'unhappiness', 'grief', 'heartbroken', 'compassion', 'yet', 'truly', 'troubled', 'denial', 'distress', 'protectiveness', 'kindness', 'humility', 'longing', 'sadness', 'pity', 'vulnerability', 'betraying', 'shyness', 'melancholy', 'ashamed']","[24, 33, 23, 29, 21]"
102,hygiene,"['tub', 'diaper', 'lotion', 'hygiene', 'bleach']","['washing_machine', 'clean_clothes', 'baby_powder', 'bleach', 'lotion', 'wash_cloth', 'shower', 'hygiene', 'dye', 'fresh_clothes', 'conditioner', 'shampoo', 'face_wash', 'washcloth', 'right_temperature', 'sunscreen', 'sun_screen', 'tooth_paste', 'moisturizer', 'gel', 'baby_oil', 'soaps', 'hair_spray', 'bathtub', 'clothe', 'lotioned', 'body_wash', 'towl', 'hair_dye', 'tanning_oil', 'shower_cap', 'dryer', 'hair_dryer', 'nappy', 'towel', 'shower_gel', 'hairspray', 'cloths', 'body_spray', 'shaving_cream', 'tooth_brush', 'soap', 'bubble_bath', 'sponge', 'shaving', 'tub', 'washer', 'toothbrush', 'detergent', 'bath_water', 'toothpaste', 'bath', 'deodorant', 'bath_tub', 'diaper', 'sunblock']","[22, 38, 20, 0, 7]"
103,weather,"['climate', 'atmosphere', 'coolness', 'tempest', 'breezy']","['smog', 'air_conditioner', 'thick_fog', 'cold_temperature', 'humidity', 'whiteness', 'texture', 'tempest', 'summer_sun', 'scorching_heat', 'eerie', 'visibility', 'quietness', 'calmness', 'icy_air', 'cool_breeze', 'burning', 'polluted', 'weather', 'temperatures', 'familiarity', 'lighting', 'ambiance', 'aura', 'sensation', 'warm', 'rainfall', 'sweltering_heat', 'burning_fire', 'peacefulness', 'freshness', 'burning_heat', 'coldness', 'cold_weather', 'smells', 'setting', 'refreshing', 'summer_breeze', 'scorching', 'intense_heat', 'lightness', 'landscape', 'humid_air', 'night_air', 'odor', 'morning_air', 'cooling', 'relaxation', 'tranquil', 'ocean_breeze', 'winter_air', 'climate', 'winds', 'breezes', 'melancholy', 'slight_chill', 'proximity', 'exhilarating', 'glow', 'permeated', 'suffocating', 'warmness', 'raging_storm', 'humid', 'tide', 'heat', 'blistering_heat', 'mist', 'fragrance', 'thickness', 'heat_wave', 'pollution', 'breezy', 'fog', 'wind', 'immense', 'coolness', 'breeze', 'warm_glow', 'chilly_air', 'thunderstorm', 'ambience', 'warmth', 'iciness', 'temperature', 'cool_air', 'frigid', 'artificial', 'stillness', 'freezing_air', 'storm', 'warm_air', 'crisp', 'tranquility', 'contrast', 'wildness', 'vastness', 'airy', 'muggy', 'environment', 'radiance', 'summer_heat', 'foreboding', 'tangible', 'eeriness', 'exterior', 'brisk', 'air_conditioning', 'oppressive', 'slight_breeze', 'ominous', 'cold', 'winter', 'atmosphere']","[49, 2, 82, 93, 108]"
104,anonymity,"['anonymity', 'anonymity', 'anonymously', 'incriminate', 'unseen']","['vicinity', 'anonymity', 'carpathians', 'incriminate', 'natives', 'traverse', 'inhabitants', 'undetected', 'solitary', 'forbidding', 'concealment', 'unseen', 'encountering', 'prying_eyes', 'watchful_eyes', 'detection', 'anonymously', 'civilization']","[9, 0, 1, 12, 4]"
105,trust,"['matter', 'understanding', 'connection', 'truthful', 'confide']","['understanding', 'understood', 'feelings', 'relationship', 'knowledge', 'trust', 'believed', 'motives', 'relations', 'doubt', 'conviction', 'potential', 'attraction', 'meant', 'dislike', 'terms', 'circumstance', 'possibility', 'confide', 'infatuation', 'communication', 'understand', 'certainty', 'upbringing', 'reasoning', 'good_intentions', 'attachment', 'yet', 'doubts', 'truly', 'commitment', 'concept', 'situation', 'relation', 'logical', 'connection', 'bond', 'significant', 'romantic_feelings', 'judgement', 'significance', 'matter', 'intentions', 'conflict', 'truthful', 'meaning', 'regardless']","[33, 13, 11, 43, 19]"
106,ancient,"['origin', 'generation', 'ceremonial', 'western', 'ancestry']","['creation', 'descendants', 'region', 'other_races', 'new_generation', 'lore', 'ancient_times', 'western', 'generation', 'derived', 'species', 'evolution', 'rulers', 'culture', 'supernatural_world', 'modern_world', 'generations', 'society', 'whereby', 'properties', 'watchers', 'yog', 'seers', 'citizen', 'occupation', 'lineage', 'traditionally', 'nobility', 'nation', 'representation', 'cultures', 'attributes', 'bloodline', 'development', 'ancestors', 'societies', 'prophets', 'monarch', 'ancient', 'yagya', 'ancestry', 'primarily', 'origins', 'bloodlines', 'organisation', 'traditions', 'caste', 'origin', 'christianity', 'heritage', 'ancients', 'ceremonial', 'mankind']","[22, 8, 5, 26, 16]"
107,deception,"['manipulative', 'greed', 'fraud', 'cruel', 'manipulative']","['treachery', 'unjust', 'shameful', 'prideful', 'callous', 'impure', 'fickle', 'vindictive', 'greed', 'heartless', 'hateful', 'greedy', 'idiotic', 'unreasonable', 'sinful', 'honorable', 'tyrant', 'noble', 'conniving', 'benevolent', 'enslaved', 'ignorant', 'deception', 'bloodthirsty', 'arrogant', 'unkind', 'own_right', 'dishonest', 'sadistic', 'immoral', 'cruelty', 'abomination', 'crude', 'cowardly', 'malicious', 'flawed', 'evil', 'malevolent', 'petty', 'mentality', 'selfishness', 'spiteful', 'cynical', 'vengeful', 'psychotic', 'injustice', 'cunning', 'deceived', 'fraud', 'corrupted', 'vain', 'vicious', 'inhumane', 'merciful', 'barbaric', 'destructive', 'selfless', 'despicable', 'untrustworthy', 'ruthless', 'worst_kind', 'cruel', 'deceitful', 'human_nature', 'manipulative', 'corrupt', 'unworthy', 'cowardice']","[40, 66, 43, 47, 40]"
108,fabric,"['bathrobe', 'opaque', 'tulle', 'cape', 'supple']","['black_material', 'headband', 'fabric', 'red_coat', 'long_black_dress', 'mesh', 'black_gown', 'long_white_dress', 'frock', 'fleece', 'petticoat', 'corset', 'upper_half', 'gown', 'leather_pants', 'opaque', 'white_silk', 'fur_coat', 'white_lace', 'white_gown', 'black_feathers', 'thick_coat', 'nightdress', 'white_jacket', 'black_cloak', 'leather_boots', 'headdress', 'thin_body', 'top_part', 'white_apron', 'bottom_part', 'garment', 'black_fabric', 'red_scarf', 'white_robe', 'green_dress', 'satin', 'frills', 'black_hood', 'nightgown', 'white_fabric', 'black_jacket', 'breeches', 'cardigan', 'long_coat', 'white_ribbon', 'denim_jacket', 'sundress', 'hems', 'linen', 'cape', 'silk_robe', 'waistcoat', 'patterned', 'shawl', 'blue_scarf', 'top_hat', 'leather_coat', 'grey_dress', 'baseball_cap', 'turban', 'netting', 'red_cape', 'long_skirt', 'bottom_half', 'camisole', 'blue_gown', 'white_nightgown', 'black_mask', 'silk', 'fingerless_gloves', 'kimono', 'stockings', 'black_robe', 'black_silk', 'black_gloves', 'bathrobe', 'night_gown', 'undershirt', 'black_trench_coat', 'black_cape', 'long_black_coat', 'overcoat', 'parka', 'blue_coat', 'chemise', 'tulle', 'white', 'brown_jacket', 'leather_gloves', 'underneath', 'scarf', 'top_layer', 'sash', 'black_coat', 'jumpsuit', 'supple', 'black_scarf', 'top_half', 'tunic', 'trench_coat', 'robe', 'artfully', 'trench', 'bodice', 'red_cloak', 'petticoats', 'cloak', 'white_gloves', 'long_dress', 'donned', 'black_ribbon']","[85, 40, 47, 50, 63]"
109,air_travel,"['arrive', 'transport', 'plane', 'jet', 'jet']","['chariot', 'aircraft', 'ship', 'planes', 'building', 'next_destination', 'limo', 'gate', 'final_destination', 'arriving', 'hovercraft', 'boats', 'airport', 'runway', 'caravan', 'shuttle', 'lax', 'train', 'docked', 'private_jet', 'subway', 'yacht', 'port', 'flight', 'passengers', 'bus', 'buses', 'airplane', 'air_port', 'spaceship', 'harbor', 'security_check', 'the_empire_state_building', 'transport', 'hotel', 'land', 'station', 'next_train', 'heathrow', 'aeroplane', 'board', 'docks', 'platform', 'trains', 'small_plane', 'boarding', 'rental_car', 'jet', 'train_station', 'villa', 'headquarters', 'aboard', 'disembark', 'cab', 'limousine', 'plane', 'pilot', 'terminal', 'lodge', 'tram', 'private_plane', 'cockpit', 'air_travel', 'arrive', 'boarded', 'boat', 'hangar', 'helicopter', 'baggage_claim', 'submarine', 'ferry', 'plain', 'next_stop']","[55, 16, 68, 38, 38]"
110,fight,"['taunt', 'train', 'allies', 'blame', 'spar']","['execute', 'flee', 'bandits', 'raids', 'comrades', 'target', 'ranks', 'oppose', 'survive', 'train', 'enemy', 'raid', 'defeat', 'destroy', 'protect', 'lose', 'ambush', 'romans', 'fight', 'troops', 'elders', 'warn', 'camps', 'however', 'missions', 'allow', 'interfere', 'attack', 'mutts', 'surely', 'guard', 'scouts', 'perhaps', 'targeted', 'last_resort', 'endanger', 'weakest', 'hunts', 'aid', 'because', 'mercenaries', 'bidding', 'allies', 'battles', 'front_lines', 'spar', 'rebels', 'taunt', 'cowards', 'legion', 'blame', 'quarrel', 'intervene', 'others', 'enemies', 'strigoi', 'torture', 'guardians', 'titans', 'defend', 'civilians', 'pursuing', 'varden', 'if', 'forces', 'rescue', 'war', 'council', 'hunters', 'conquer', 'downfall', 'rebellion', 'mutants', 'kill', 'eliminate', 'encounter', 'fear', 'duel', 'abandon', 'germans', 'fighters', 'rally', 'defeating', 'executed', 'slaughter', 'save', 'heroes', 'fighting', 'rely', 'careers', 'risk', 'interrogate', 'assassins', 'outnumbered', 'companions', 'targeting', 'succeed', 'recruit', 'battle', 'battlefield', 'pirates']","[13, 73, 51, 49, 68]"
111,dominant_personality,"['bragging', 'egotistical', 'domineering', 'brag', 'defiant']","['sexist', 'narcissistic', 'prideful', 'spoiled', 'stereotypical', 'immature', 'snooty', 'likeable', 'egotistical', 'uneducated', 'idiotic', 'judgmental', 'rebellious', 'perverted', 'defiant', 'arrogant', 'obsessive', 'troublemaker', 'bossy', 'outspoken', 'snotty', 'likable', 'petty', 'pompous', 'snobby', 'headstrong', 'impressing', 'dominant_personality', 'judgemental', 'spiteful', 'spoilt', 'domineering', 'pretentious', 'womanizer', 'homophobic', 'bratty', 'vain', 'cocky', 'inexperienced', 'boast', 'snobbish', 'good_looking', 'educated', 'smart', 'untrustworthy', 'bragging', 'gullible', 'boasting', 'nau00efve', 'conceited', 'brag', 'manipulative']","[42, 48, 47, 24, 41]"
112,music,"['singing', 'catchy', 'hum', 'tuner', 'playback']","['sand', 'familiar_song', 'strum', 'second_verse', 'katy_perrys', 'keha', 'slow_songs', 'mariah_carey', 'dubstep', 'harmonizing', 'melodies', 'beautiful_melody', 'hummed', 'belting', 'old_song', 'little_song', 'wmyb', 'fall_out_boy', 'lorde', 'remix', 'song_playing', 'acoustic_version', 'lyrics', 'theme_song', 'last_verse', 'heart_attack', 'lego_house', 'pop_song', 'tune', 'humming', 'air_guitar', 'ed_sheerans', 'strumming', 'favorite_songs', 'good_song', 'beautiful_song', 'catchy', 'own_song', 'sining', 'first_song', 'sings', 'chords', 'favorite_song', 'beyonce', 'random_song', 'vocals', 'classical_music', 'sad_song', 'riff', 'singing', 'jason_derulo', 'beautiful_music', 'titanium', 'eminem', 'radioactive', 'background_music', 'bruno_mars', 'familiar_tune', 'catchy_tune', 'song', 'ed_sheeran', 'random_songs', 'harmonize', 'next_verse', 'harmonies', 'first_notes', 'sing', 'lullabies', 'coldplay', 'last_chorus', 'hum', 'guitar_playing', 'different_songs', 'soft_tune', 'instrumental', 'the_a_team', 'little_tune', 'whole_song', 'first_verse', 'rock_me', 'only_song', 'soft_melody', 'stupid_song', 'christmas_music', 'guitar_solo', 'first_chorus', 'rap', 'other_songs', 'tuner', 'taylor_swift_song', 'violins', 'music', 'melody', 'songs', 'new_song', 'luke_bryan', 'different_song', 'same_tune', 'second_chorus', 'tunes', 'same_song', 'music_playing', 'midnight_memories', 'strummed', 'acoustic', 'next_song', 'little_things', 'dark_horse', 'favourite_song', 'playback', 'favourite_songs', 'christmas_songs', 'national_anthem', 'old_songs', 'katy_perry', 'kiss_me', 'few_songs', 'lyric']","[72, 74, 113, 60, 13]"
113,vehicle,"['motorcycle', 'chariot', 'collision', 'tow', 'haul']","['barreling', 'building', 'skis', 'saddle', 'swerved', 'stables', 'barricade', 'black_van', 'pickup', 'main_gate', 'train_car', 'truck', 'main_road', 'parking_garage', 'pasture', 'gunned', 'gravel_road', 'side_door', 'main_deck', 'high_speed', 'hauling', 'dirt_road', 'toward', 'lorry', 'clambering', 'sudden_stop', 'aircraft', 'dismount', 'haul', 'rv', 'gate', 'back_end', 'white_van', 'convoy', 'plowed', 'dusty_road', 'shuttle', 'golf_cart', 'boot', 'lane', 'motorcycle', 'pickup_truck', 'motorbike', 'ramp', 'tow', 'galloped', 'trucks', 'impala', 'ford', 'suv', 'towed', 'barn', 'camper', 'walkway', 'automobile', 'hauled', 'steed', 'chariot', 'tarmac', 'chariots', 'black_truck', 'black_suv', 'gallop', 'fire_escape', 'horse', 'wheels', 'clambered', 'sled', 'police_car', 'car', 'galloping', 'sharp_turn', 'cruiser', 'airship', 'paddock', 'tire', 'minivan', 'veered', 'cart', 'squad_car', 'short_distance', 'cockpit', 'sports_car', 'boat', 'exit', 'hummer', 'bicycle', 'bike', 'chopper', 'hovercraft', 'collision', 'vehicle', 'jeep', 'buggy', 'gear', 'wagon', 'rear', 'mount', 'top_speed', 'dismounted', 'carriage', 'tractor', 'platform', 'full_speed', 'limousine', 'barreled', 'caravan', 'small_car', 'hangar', 'helicopter', 'vehicles']","[9, 2, 79, 64, 17]"
114,politeness,"['gallant', 'mollify', 'doting', 'respectful', 'placate']","['respectable', 'understanding', 'lenient', 'prideful', 'respectful', 'controlling', 'sensible', 'gentlemanly', 'courageous', 'placate', 'doting', 'courteous', 'diligent', 'disciplined', 'honorable', 'knowledgeable', 'articulate', 'chivalrous', 'considerate', 'obstinate', 'reserved', 'polite', 'unkind', 'dependable', 'dishonest', 'outspoken', 'hospitable', 'crude', 'tolerant', 'amiable', 'humble', 'headstrong', 'ladylike', 'motherly', 'spiteful', 'aloof', 'attentive', 'diplomatic', 'persuasive', 'mannered', 'brash', 'civil', 'intelligent', 'improper', 'intuitive', 'politeness', 'opinionated', 'obedient', 'cooperative', 'generous', 'selfless', 'assertive', 'mollify', 'easygoing', 'compassionate', 'friendly', 'complacent', 'observant', 'appreciative', 'agreeable', 'ambitious', 'intellectual', 'hardworking', 'submissive', 'forgiving', 'sociable', 'gallant', 'straightforward', 'trustworthy']","[24, 41, 28, 17, 16]"
115,toy,"['hockey', 'pretend', 'handball', 'buddy', 'doll']","['cool', 'pretending', 'pretend', 'act', 'matchmaker', 'soccer', 'hockey', 'cause', 'kid', 'girl', 'dude', 'pal', 'barbies', 'guess', 'champ', 'anyway', 'well', 'basketball', 'baby', 'because', 'anyways', 'nah', 'games', 'handball', 'yeah', 'bet', 'fun', 'toy', 'football', 'baseball', 'footie', 'doll', 'wanna', 'mean', 'lacrosse', 'play', 'buddy']","[6, 36, 1, 3, 8]"
116,farming,"['prairie', 'farmland', 'livestock', 'outhouse', 'overgrown']","['canals', 'shacks', 'other_plants', 'overgrown', 'marshes', 'lawns', 'large_forest', 'oak_trees', 'vineyards', 'rainforest', 'oaks', 'large_trees', 'grassy', 'fenced', 'orchards', 'green_trees', 'ponds', 'herds', 'swamps', 'moor', 'woodland', 'other_trees', 'fountains', 'structures', 'orchard', 'grasslands', 'valleys', 'dilapidated', 'acres', 'weeds', 'teeming', 'small_animals', 'rolling_hills', 'plentiful', 'farming', 'pastures', 'shrubs', 'ferns', 'apple_trees', 'dead_trees', 'cottages', 'abundant', 'pines', 'wildlife', 'forests', 'plains', 'foothills', 'shrubbery', 'farmers', 'small_houses', 'vegetation', 'many_trees', 'open_fields', 'fruit_trees', 'huts', 'barns', 'meadows', 'lakes', 'farmland', 'wildflowers', 'greenery', 'willows', 'fields', 'prairie', 'outhouse', 'plant_life', 'livestock', 'farms', 'groves', 'jungles']","[17, 30, 2, 70, 22]"
117,meeting,"['arrangement', 'exchange', 'postpone', 'postpone', 'exchange']","['consult', 'trade', 'demonstration', 'regarding', 'engage', 'obtaining', 'execution', 'donation', 'company', 'accounted', 'disclosed', 'evaluation', 'oversee', 'discussed', 'concerning', 'involvement', 'colleagues', 'acquire', 'policy', 'campaign', 'payment', 'investors', 'negotiate', 'purposes', 'forge', 'provide', 'arrangement', 'compromise', 'negotiating', 'negotiations', 'affairs', 'offer', 'renew', 'council', 'later_date', 'good_fortune', 'duration', 'regards', 'insistence', 'postpone', 'assisting', 'reserve', 'services', 'assessment', 'ownership', 'discuss', 'convenience', 'associates', 'deposit', 'contribute', 'dictated', 'confer', 'cooperation', 'exchange', 'initiate', 'testimony', 'employ', 'privy', 'compensation', 'conduct', 'buyer', 'receive', 'benefit', 'furthermore', 'expedition', 'employed', 'obligation', 'discretion', 'admission', 'meeting', 'partnership', 'employment', 'senate', 'leisure', 'obligations', 'partake']","[58, 27, 24, 24, 27]"
118,war,"['encampment', 'infiltration', 'battalion', 'encampment', 'terrorist']","['own_men', 'invaders', 'small_army', 'bandits', 'raids', 'fleet', 'tower', 'garrison', 'stronghold', 'warships', 'keepers', 'gaul', 'elves', 'raid', 'natives', 'dark_elves', 'travellers', 'protectors', 'trespassers', 'controllers', 'gortyna', 'soldiers', 'nomads', 'civilian', 'regiment', 'troops', 'sentries', 'alliance', 'tsurani', 'generals', 'platoon', 'rogues', 'senate', 'travelers', 'turks', 'scouts', 'brotherhood', 'armies', 'fugitives', 'convoy', 'hunting_party', 'terrorist', 'barracks', 'colonists', 'refugees', 'whole_army', 'outlaws', 'militia', 'enforcers', 'raiders', 'the_second_legion', 'druids', 'infantry', 'adventurers', 'mercenaries', 'bunkers', 'monastery', 'settlement', 'empire', 'front_lines', 'rebels', 'knights', 'dwarves', 'legion', 'slavers', 'sentinels', 'providence', 'ravenna', 'other_warriors', 'crete', 'commanders', 'settlements', 'barbarians', 'troop', 'government_officials', 'palmyra', 'wildlings', 'siege', 'enemy_soldiers', 'civilians', 'cavalry', 'varden', 'squadron', 'war', 'mirkwood', 'arabs', 'enemy_territory', 'gypsies', 'spartan', 'bounty_hunters', 'aes_sedai', 'urucircrsquobaen', 'vikings', 'orcs', 'germans', 'fishermen', 'outpost', 'baby_magnum', 'baghdad', 'blacksmiths', 'evacuation', 'flagship', 'border_patrol', 'infiltration', 'traders', 'goblins', 'vanguard', 'darujhistan', 'armed_forces', 'marines', 'boarders', 'sanctuary', 'templars', 'assassins', 'thieves', 'legitimacy_kingdom', 'royal_palace', 'oceania', 'battalion', 'captives', 'encampment', 'colony', 'citadel']","[129, 36, 39, 129, 125]"
119,speaking,"['answer', 'mumbling', 'agree', 'formalities', 'question']","['suggestion', 'clarify', 'confirmation', 'apologizing', 'statement', 'inquire', 'though', 'many_questions', 'argue', 'agree', 'elaborate', 'hear', 'second_question', 'answering', 'replying', 'last_question', 'questions', 'respond', 'next_question', 'simple_answer', 'bluntly', 'questioning', 'answered', 'apologize', 'talk', 'why', 'ponder', 'apologise', 'thought', 'clarification', 'more_questions', 'questioned', 'repeat', 'unsure', 'anything', 'conversation', 'telling', 'object', 'spoke', 'question', 'listen', 'answers', 'truthfully', 'discussion', 'first_question', 'understanding', 'interrupt', 'voice', 'pester', 'disagreeing', 'explanations', 'explanation', 'bother', 'formalities', 'knowing', 'thinking', 'reply', 'demand', 'understand', 'ask', 'agreeing', 'rhetorical_question', 'other_question', 'responding', 'annoyed', 'explaining', 'interrogation', 'same_question', 'asking', 'speak', 'response', 'responded', 'disagree', 'explain', 'leave', 'interject', 'mumbling', 'confused', 'saying', 'speaking', 'answer', 'talking', 'right_answer', 'acknowledge', 'anyway', 'no', 'simply', 'real_answer', 'honestly', 'address', 'simple_question', 'protest', 'correct']","[102, 83, 87, 110, 65]"
120,listen,"['scream', 'moaning', 'whistling', 'rap', 'listen']","['chanting', 'giggling', 'screech', 'moan', 'sound', 'humming', 'rap', 'whistle', 'sing', 'screamed', 'laugh', 'hollering', 'whine', 'music', 'screeching', 'blasting', 'whisper', 'here', 'weird_noises', 'drumming', 'loud', 'whining', 'back_ground', 'yapping', 'cussing', 'roar', 'dancing', 'screams', 'noises', 'moans', 'hum', 'talking', 'yelling', 'rapping', 'blaring_music', 'whistling', 'bark', 'squealing', 'listening', 'grinding', 'singing', 'groaning', 'hearing', 'banging', 'scream', 'backround', 'hear', 'noise', 'screaming', 'yell', 'shrieking', 'listen', 'moaning', 'holler', 'whispering', 'shouting', 'laughing', 'shout']","[127, 20, 113, 98, 75]"
121,urban,"['eastern', 'uptown', 'street', 'legend', 'theater']","['towns', 'small_village', 'busy_street', 'legend', 'building', 'golf_course', 'museum', 'neighborhood', 'courtyard', 'uptown', 'marketplace', 'white_house', 'eastern', 'town_square', 'west_side', 'large_house', 'park', 'downtown', 'small_park', 'street', 'town_hall', 'city', 'theatre', 'apartment_buildings', 'small_building', 'complex', 'neighbourhood', 'main_street', 'mansion', 'first_house', 'urban', 'avenue', 'graveyard', 'street_corner', 'little_village', 'houses', 'little_town', 'big_building', 'little_shop', 'countryside', 'alley', 'market_place', 'old_warehouse', 'streets', 'road', 'plaza', 'neighborhoods', 'small_shop', 'large_building', 'theater', 'back_alley', 'town', 'cemetery', 'small_cottage', 'outskirts']","[37, 29, 11, 22, 51]"
